audio_id,dep,wav,audio_dur_s,ref,ref_normalized,context_mode,raw_transcription,final_transcription,duration_s,latency_client_s,wer_raw,sub_raw,del_raw,ins_raw,n_ref,wer_post,cs_canonical,cs_correct,sid_canonical,sid_correct,llm_applied,llm_latency_s,rtf,cost_per_transcription,http_status,error,model,tier,cost_per_h
del_011,del,del_011.wav,15.02,"Ryanair six six Golf, cleared to Palma de Mallorca via the DVOR one FOXTROT departure, initial climb five thousand feet, squawk three three two one, QNH one zero one three, runway three two right.","RYR66G, cleared to Palma de Mallorca via DVOR1F departure, initial climb 5000 feet, squawk 3321, QNH 1013, runway 32R.",none,Ryanair Six Six Golf here to Palma de Mallorca via depot one four stroke departure  initial climb five thousand feet squawk three three two one QNH one zero one three runway three two right,RYR66G here to Palma de Mallorca via depot one four stroke departure  initial climb 5000 feet squawk 3321 QNH 1013 runway 32R,10.689,10.976,0.1471,5,0,0,34,0.2632,RYR66G,True,DVOR1F,False,False,0.0,0.71,0.002464,200,,medium,ct2,0.83
del_012,del,del_012.wav,7.0,"Lufthansa three seven two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","DLH372, readback correct. Contact Ground when ready on 121.6. Good day.",none,Lufthansa Three Seven Two triple correct contact ground when ready on one two one decimal six good day,DLH372 triple correct contact ground when ready on 121.6 good day,7.803,8.38,0.0556,1,0,0,18,0.0833,DLH372,True,,,False,0.0,1.11,0.001799,200,,medium,ct2,0.83
del_013,del,del_013.wav,14.42,"Aer Lingus seven eight five, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk one four two three, QNH one zero one four, runway three two left.","EIN785, cleared to Dublin via BELEN1G departure, initial climb 5000 feet, squawk 1423, QNH 1014, runway 32L.",none,Air Lingus Seven Eight Five cleared to zoom in via Belen one go departure initial climb five thousand feet squawk one four two three QNH one zero one four runway three two left,Air Lingus 785 cleared to zoom in via Belen one go departure initial climb 5000 feet squawk 1423 QNH 1014 runway 32L,9.725,10.248,0.1515,5,0,0,33,0.4706,EIN785,False,BELEN1G,False,False,0.0,0.67,0.002242,200,,medium,ct2,0.83
del_014,del,del_014.wav,8.19,"Aer Lingus seven eight five, readback correct. Contact Ground on one two one decimal six five five when ready.","EIN785, readback correct. Contact Ground on 121.655 when ready.",none,Air Lingu Seven Eight Five read back covered contact ground on one two one decimal six five when ready,Air Lingu 785 read back covered contact ground on 121.65 when ready,7.187,7.585,0.3158,4,1,1,19,0.7,EIN785,False,,,False,0.0,0.88,0.001657,200,,medium,ct2,0.83
del_015,del,del_015.wav,14.42,"Norwegian three four two, cleared to Oslo via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three one two four, QNH one zero one six, runway three two right.","Norwegian 342, cleared to Oslo via NINIX1W departure, initial climb 6000 feet, squawk 3124, QNH 1016, runway 32R.",none,Norwegian three two four cleared to Oslo via the Unix One Whiskey departure initial climb six thousand feet squawk three one two four QNH one zero one six runway three two wait,Norwegian 324 cleared to Oslo via UNIX1W departure initial climb 6000 feet squawk 3124 QNH 1016 runway 32 wait,10.479,10.935,0.125,4,0,0,32,0.2222,NAX342,False,NINIX1W,False,False,0.0,0.73,0.002416,200,,medium,ct2,0.83
del_016,del,del_016.wav,5.55,"Norwegian three four two, negative, initial climb six thousand feet.","Norwegian 342, negative, initial climb 6000 feet.",none,Norwegian Four Two negative initial climb six thousand feet,Norwegian 42 negative initial climb 6000 feet,6.918,7.266,0.1,0,1,0,10,0.1429,NAX342,False,,,False,0.0,1.25,0.001595,200,,medium,ct2,0.83
del_017,del,del_017.wav,13.23,"TAP nine one one, cleared to Lisbon via the LARPA one FOXTROT departure, initial climb five thousand feet, squawk four three two one, QNH one zero one two, runway three two left.","TAP 911, cleared to Lisbon via LARPA1F departure, initial climb 5000 feet, squawk 4321, QNH 1012, runway 32L.",none,tap nine one one cleared to respond via larpa one foxtrot departure initial climb five  thousand feet squawk four three two one QNH one zero one two runway three two left,tap 911 cleared to respond via LARPA1F departure initial climb 5000 feet squawk 4321 QNH 1012 runway 32L,9.736,10.001,0.0625,1,1,0,32,0.0556,TAP911,False,LARPA1F,True,False,0.0,0.74,0.002245,200,,medium,ct2,0.83
del_018,del,del_018.wav,6.74,"TAP nine one one, readback correct. Contact Ground when ready on one two one decimal six.","TAP 911, readback correct. Contact Ground when ready on 121.6.",none,tap nine one one read back correct contact ground when ready on one two one decimal six,tap 911 read back correct contact ground when ready on 121.6,7.04,7.247,0.125,1,0,1,16,0.1818,TAP911,False,,,False,0.0,1.04,0.001623,200,,medium,ct2,0.83
del_019,del,del_019.wav,13.23,"Transavia five six zero, cleared to Amsterdam via the BELEN one GOLF departure, initial climb five thousand feet, squawk two four one three, QNH one zero one three, runway three two left.","Transavia 560, cleared to Amsterdam via BELEN1G departure, initial climb 5000 feet, squawk 2413, QNH 1013, runway 32L.",none,Transavia Five Six Zero cleared to Amsterdam via Velen One Golf departure initial climb five thousand feet squawk two four one three QNH one zero one three runway three two left,Transavia 560 cleared to Amsterdam via VELEN1G departure initial climb 5000 feet squawk 2413 QNH 1013 runway 32L,8.925,9.237,0.0625,1,1,0,32,0.0556,TRA560,False,BELEN1G,False,False,0.0,0.67,0.002058,200,,medium,ct2,0.83
del_020,del,del_020.wav,11.78,"Santiago Delivery, Volotea four five one, stand three three, information Charlie, request clearance to Bilbao.","Santiago Delivery, Volotea four five one, stand three three, information C, request clearance to Bilbao.",none,Santiago Delivery Volotea Four Five One stand three three information charlie request,Santiago Delivery Volotea Four Five One stand three three information C request,6.476,6.694,0.2,0,3,0,15,0.2,VOE451,False,,,False,0.0,0.55,0.001493,200,,medium,ct2,0.83
gnd_001,gnd,gnd_001.wav,3.84,"Ryanair four seven three, pushback approved, facing east.","RYR473, pushback approved, facing east.",none,Ryanair Four Seven Three push back approved facing east,RYR473 push back approved facing east,5.797,6.005,0.25,1,0,1,8,0.4,RYR473,True,,,False,0.0,1.51,0.001337,200,,medium,ct2,0.83
gnd_002,gnd,gnd_002.wav,5.63,"Ryanair four seven three, taxi to holding point Romeo one via Foxtrot, Juliet, Romeo.","RYR473, taxi to holding point R one via F, J, R.",none,Ryanair Four Seven Three taxi to holding point romeo one via foxtrot unit romeo,RYR473 taxi to holding point R one via F unit R,7.121,7.461,0.0714,1,0,0,14,0.0909,RYR473,True,,,False,0.0,1.26,0.001642,200,,medium,ct2,0.83
gnd_003,gnd,gnd_003.wav,4.1,"Iberia three one four two, pushback approved, facing west.","IBE3142, pushback approved, facing west.",none,Hai Video Three One Four Two push back approved facing west,Hai Video 3142 push back approved facing west,6.009,6.283,0.4444,2,0,2,9,1.0,IBE3142,False,,,False,0.0,1.47,0.001385,200,,medium,ct2,0.83
gnd_004,gnd,gnd_004.wav,5.38,"Iberia three one Foxtrot two, taxi to holding point Lima two taxiways Alpha, Tango.","IBE31F2, taxi to holding point L two taxiways A, T.",none,Iberia Three One Four structure taxi to holding point lima two via alpha tango,IBE314 structure taxi to holding point L two via A T,7.051,7.538,0.2143,3,0,0,14,0.3,IBE31F2,False,,,False,0.0,1.31,0.001626,200,,medium,ct2,0.83
gnd_005,gnd,gnd_005.wav,5.29,"Iberia three one Foxtrot two, hold short of runway three two left.","IBE31F2, hold short of runway 32L.",none,Iveria Three One Foxtrot Two hold short of runway three two left,IBE31F2 hold short of runway 32L,6.567,6.824,0.0833,1,0,0,12,0.0,IBE31F2,True,,,False,0.0,1.24,0.001514,200,,medium,ct2,0.83
gnd_006,gnd,gnd_006.wav,5.46,"Lufthansa three seven two, pushback approved, facing south. Caution vehicles on the apron.","DLH372, pushback approved, facing south. Caution vehicles on the apron.",none,Lufthansa Three Seven Two push back approved facing south caution vehicles on day two,DLH372 push back approved facing south caution vehicles on day two,7.301,7.556,0.3077,3,0,1,13,0.4,DLH372,True,,,False,0.0,1.34,0.001683,200,,medium,ct2,0.83
gnd_007,gnd,gnd_007.wav,5.29,"Lufthansa three seven two, taxi to holding point Sierra two via taxiways Golf, Sierra.","DLH372, taxi to holding point S two via taxiways G, S.",none,Lufthansa Three Seven Two taxi to holding point sierra two via golf sierra,DLH372 taxi to holding point S two via G S,7.931,8.128,0.0714,0,1,0,14,0.0909,DLH372,True,,,False,0.0,1.5,0.001829,200,,medium,ct2,0.83
gnd_008,gnd,gnd_008.wav,7.25,"Speedbird two Delta six, taxi to holding point Romeo two via taxiways Alpha, Bravo, Romeo.","BAW2D6, taxi to holding point R two via taxiways A, B, R.",none,Speedbird Two Delta Six taxi to holding point romeo two via alpha bravo romeo,BAW2D6 taxi to holding point R two via A B R,8.212,8.504,0.0667,0,1,0,15,0.0833,BAW2D6,True,,,False,0.0,1.13,0.001893,200,,medium,ct2,0.83
gnd_009,gnd,gnd_009.wav,7.0,"Speedbird two four six, taxi to stand Foxtrot one five via taxiways Romeo, Alpha, Foxtrot.","BAW246, taxi to stand F one five via taxiways R, A, F.",none,Speedbird Two Four Six taxi to stand four stroke one via romeo alpha four stroke,BAW246 taxi to stand four stroke one via stroke RA4,8.028,8.24,0.4,4,1,1,15,0.5833,BAW246,True,,,False,0.0,1.15,0.001851,200,,medium,ct2,0.83
gnd_010,gnd,gnd_010.wav,7.0,"Swiss two four one, taxi to holding point Lima one via taxiways Golf, Alpha, Lima.","SWR241, taxi to holding point L one via taxiways G, A, L.",none,Swiss Two Four One taxi to holding point lima one via golf alpha lima,SWR241 taxi to holding point L one via G A L,7.792,8.023,0.0667,0,1,0,15,0.0833,SWR241,True,,,False,0.0,1.11,0.001796,200,,medium,ct2,0.83
gnd_011,gnd,gnd_011.wav,8.36,"Swiss two four one, give way to the EasyJet crossing left to right, then continue via Lima to holding point Lima one.","SWR241, give way to the EasyJet crossing left to right, then continue via L to holding point L one.",none,Swiss Two Four One give way to easy jet crossing left to right then continue via lima to holding point lima one,SWR241 give way to EasyJet crossing left to right then continue via L to holding point L one,8.384,8.66,0.0909,2,0,0,22,0.0526,SWR241,True,,,False,0.0,1.0,0.001933,200,,medium,ct2,0.83
gnd_012,gnd,gnd_012.wav,5.21,"EasyJet eight five six zero, pushback approved, facing west.","EZY8560, pushback approved, facing west.",none,Easy Yet Eight Five Six Zero push back approved facing west,Easy Yet 8560 push back approved facing west,6.977,7.268,0.4444,2,0,2,9,1.0,EZY8560,False,,,False,0.0,1.34,0.001609,200,,medium,ct2,0.83
gnd_013,gnd,gnd_013.wav,7.42,"EasyJet eight Kilo six zero, taxi to holding point Sierra one via taxiways Foxtrot, Alpha, Sierra.","EZY8K60, taxi to holding point S one via taxiways F, A, S.",none,Easy Jet Eight Kilo Six Zero taxi to holding point sierra one via foxtrot alpha sierra,EZY8K60 taxi to holding point S one via F A S,7.701,8.191,0.1875,1,1,1,16,0.0833,EZY8K60,True,,,False,0.0,1.04,0.001776,200,,medium,ct2,0.83
gnd_014,gnd,gnd_014.wav,6.49,"Vueling one two three, taxi to stand Hotel two via taxiways Romeo, Alpha, Hotel.","VLG123, taxi to stand H two via taxiways R, A, H.",none,boiling one two three taxi to stand hotel two via romeo alpha hotel,boiling 123 taxi to stand H two via R A H,7.031,7.253,0.1429,1,1,0,14,0.2727,VLG123,False,,,False,0.0,1.08,0.001621,200,,medium,ct2,0.83
gnd_015,gnd,gnd_015.wav,5.12,"Vueling one two three, taxi to holding point Lima two via taxiways Hotel, Alpha, Lima.","VLG123, taxi to holding point L two via taxiways H, A, L.",none,Vueling one two three taxi to holding point lima two via hotel alfa lima,VLG123 taxi to holding point L two via H A L,6.525,6.761,0.1333,1,1,0,15,0.0833,VLG123,True,,,False,0.0,1.27,0.001504,200,,medium,ct2,0.83
gnd_016,gnd,gnd_016.wav,5.29,"Ryanair four seven three, hold short of runway three two left, landing traffic on final.","RYR473, hold short of runway 32L, landing traffic on final.",none,Royan Air Force Seven Three hold charge of runway three two left landing traffic confined,Royan Air Force Seven Three hold charge of runway 32L landing traffic confined,6.875,7.275,0.4,4,1,1,15,0.8,RYR473,False,,,False,0.0,1.3,0.001585,200,,medium,ct2,0.83
gnd_017,gnd,gnd_017.wav,7.42,"Iberia three one four two, pushback approved, facing north, tail towards stand Hotel four.","IBE3142, pushback approved, facing north, tail towards stand H four.",none,Iberia Three One Four Two push back approved facing north tower stand hotel four,IBE3142 push back approved facing north tower stand H four,7.496,7.898,0.2857,2,1,1,14,0.4,IBE3142,True,,,False,0.0,1.01,0.001728,200,,medium,ct2,0.83
gnd_018,gnd,gnd_018.wav,4.35,"Ryanair four seven three, pushback and start approved, facing west.","RYR473, pushback and start approved, facing west.",none,Ryanair Four Seven Three push back and start approved facing west,RYR473 push back and start approved facing west,6.745,7.362,0.2,1,0,1,10,0.2857,RYR473,True,,,False,0.0,1.55,0.001555,200,,medium,ct2,0.83
gnd_019,gnd,gnd_019.wav,5.72,"Iberia three one four Bravo, taxi to holding point runway three two left via Alpha, Bravo.","IBE314B, taxi to holding point runway 32L via A, B.",none,Iberia Three One Four Bravo taxi to holding point runway three two left via alpha bravo,IBE314B taxi to holding point runway 32L via A B,7.522,7.843,0.0,0,0,0,16,0.0,IBE314B,True,,,False,0.0,1.31,0.001734,200,,medium,ct2,0.83
gnd_020,gnd,gnd_020.wav,5.46,"Lufthansa three seven two, pushback and start approved, facing south.","DLH372, pushback and start approved, facing south.",none,Lufthansa Three Seven Two push back and start  approved face to self,DLH372 push back and start  approved face to self,7.346,7.721,0.5,3,0,2,10,0.7143,DLH372,True,,,False,0.0,1.35,0.001694,200,,medium,ct2,0.83
twr_001,twr,twr_001.wav,5.03,"Ryanair four seven three, runway three two left, line up and wait.","RYR473, runway 32L, line up and wait.",none,Ryanair Four Seven Three runway three two left line up and wait,RYR473 runway 32L line up and wait,6.787,7.08,0.0,0,0,0,12,0.0,RYR473,True,,,False,0.0,1.35,0.001565,200,,medium,ct2,0.83
twr_002,twr,twr_002.wav,4.86,"Ryanair four seven Bravo, wind calm, runway three two left, cleared for takeoff.","RYR47B, wind calm, runway 32L, cleared for takeoff.",none,Ryanair Four Seven Bravo wind can runway three two left be here for takeoff,RYR47B wind can runway 32L be here for takeoff,7.993,8.315,0.2308,2,0,1,13,0.375,RYR47B,True,,,False,0.0,1.64,0.001843,200,,medium,ct2,0.83
twr_003,twr,twr_003.wav,6.14,"Ryanair four seven three, contact Madrid Departure on one two one decimal niner.","RYR473, contact Madrid Departure on 121.9.",none,Ryanair Four Seven Three contact Madrid departure on one two one decimal nine,RYR473 contact Madrid departure on 121.9,7.093,7.314,0.0769,1,0,0,13,0.0,RYR473,True,,,False,0.0,1.16,0.001635,200,,medium,ct2,0.83
twr_004,twr,twr_004.wav,8.11,"Iberia three one four two, behind the Swiss on short final, runway three two left, line up and wait behind.","IBE3142, behind the Swiss on short final, runway 32L, line up and wait behind.",none,Iberia three one four two behind the Swiss on short final runway three two left line up and wait behind,IBE3142 behind the Swiss on short final runway 32L line up and wait behind,8.261,8.492,0.0,0,0,0,20,0.0,IBE3142,True,,,False,0.0,1.02,0.001905,200,,medium,ct2,0.83
twr_005,twr,twr_005.wav,9.39,"Iberia three one four two, wind three zero zero degrees, eight knots, runway three two left, cleared for takeoff.","IBE3142, wind three zero zero degrees, eight knots, runway 32L, cleared for takeoff.",none,Iberia three one four two wind three zero zero degrees eight knots runway three two left cleared for takeoff,IBE3142 wind three zero zero degrees eight knots runway 32L cleared for takeoff,7.123,7.344,0.0,0,0,0,19,0.0,IBE3142,True,,,False,0.0,0.76,0.001642,200,,medium,ct2,0.83
twr_006,twr,twr_006.wav,4.95,"Lufthansa three seven two, runway one eight left, line up and wait.","DLH372, runway 18L, line up and wait.",none,Lufthansa three seven two runway one eight left line up and wait,DLH372 runway 18L line up and wait,7.548,7.865,0.0,0,0,0,12,0.0,DLH372,True,,,False,0.0,1.52,0.00174,200,,medium,ct2,0.83
twr_007,twr,twr_007.wav,8.02,"Lufthansa three seven two, wind one seven zero degrees, one five knots, runway one eight left, cleared for takeoff.","DLH372, wind one seven zero degrees, one five knots, runway 18L, cleared for takeoff.",none,Lufthansa three seven two wind one seven zero degrees one five knots run with one eight left we have a takeoff,DLH372 wind one seven zero degrees one five knots run with one eight left we have a takeoff,8.543,8.783,0.2632,3,0,2,19,0.5714,DLH372,True,,,False,0.0,1.07,0.00197,200,,medium,ct2,0.83
twr_008,twr,twr_008.wav,8.7,"Lufthansa four five one, wind three two zero degrees, one zero knots, runway three two right, cleared to land.","DLH451, wind three two zero degrees, one zero knots, runway 32R, cleared to land.",none,Lufthansa Four Five One wind three two zero degrees one zero knots runway three two right cleared to land,DLH451 wind three two zero degrees one zero knots runway 32R cleared to land,8.738,8.953,0.0,0,0,0,19,0.0,DLH451,True,,,False,0.0,1.0,0.002015,200,,medium,ct2,0.83
twr_009,twr,twr_009.wav,7.68,"Speedbird two Alpha six, wind three one zero degrees, one two knots, runway three two left, cleared to land.","BAW2A6, wind three one zero degrees, one two knots, runway 32L, cleared to land.",none,Speedbird Two Alpha Six wind three one zero degrees one two knots runway three two left cleared to land,BAW2A6 wind three one zero degrees one two knots runway 32L cleared to land,8.556,8.918,0.0,0,0,0,19,0.0,BAW2A6,True,,,False,0.0,1.11,0.001973,200,,medium,ct2,0.83
twr_010,twr,twr_010.wav,7.51,"Speedbird two four six, contact Ground on one two one decimal six five five. Good day.","BAW246, contact Ground on 121.655. Good day.",none,Speedbird Two Four Six contact ground on one two one decimal six five five good day,BAW246 contact ground on 121.655 good day,7.831,8.324,0.0,0,0,0,16,0.0,BAW246,True,,,False,0.0,1.04,0.001805,200,,medium,ct2,0.83
twr_011,twr,twr_011.wav,3.84,"Swiss two four one, runway three two right, line up and wait.","SWR241, runway 32R, line up and wait.",none,Swiss Two Four One runway three two right line up and wait,SWR241 runway 32R line up and wait,7.226,7.398,0.0,0,0,0,12,0.0,SWR241,True,,,False,0.0,1.88,0.001666,200,,medium,ct2,0.83
twr_012,twr,twr_012.wav,8.02,"Swiss two four one, wind three zero five degrees, one four knots, runway three two right, cleared for takeoff.","SWR241, wind three zero five degrees, one four knots, runway 32R, cleared for takeoff.",none,Swiss Two Four One wind three zero five degrees one four knots runway three two right be here for takeoff,SWR241 wind three zero five degrees one four knots runway 32R be here for takeoff,8.84,9.185,0.1053,1,0,1,19,0.1429,SWR241,True,,,False,0.0,1.1,0.002038,200,,medium,ct2,0.83
twr_013,twr,twr_013.wav,7.85,"Swiss three six two, wind three zero zero degrees, eight knots, runway three two left, cleared to land.","SWR362, wind three zero zero degrees, eight knots, runway 32L, cleared to land.",none,Swiss Three Six Two wind three zero zero degrees eight knots runway three two left cleared to land,SWR362 wind three zero zero degrees eight knots runway 32L cleared to land,7.413,7.977,0.0,0,0,0,18,0.0,SWR362,True,,,False,0.0,0.94,0.001709,200,,medium,ct2,0.83
twr_014,twr,twr_014.wav,4.52,"EasyJet eight Tango six zero, runway one eight right, line up and wait.","EZY8T60, runway 18R, line up and wait.",none,Easy Yet Eight Tango Six Zero runway one eight right line up and wait,Easy Yet 8T60 runway 18R line up and wait,7.034,7.389,0.1538,1,0,1,13,0.4286,EZY8T60,False,,,False,0.0,1.56,0.001622,200,,medium,ct2,0.83
twr_015,twr,twr_015.wav,7.34,"EasyJet eight Tango six zero, wind one eight zero degrees, two zero knots, runway one eight right, cleared for takeoff.","EZY8T60, wind one eight zero degrees, two zero knots, runway 18R, cleared for takeoff.",none,Easy Yet Eight Tango Six Zero wind one eight zero degrees two zero knots runway one eight right cleared for takeoff,Easy Yet 8T60 wind one eight zero degrees two zero knots runway 18R cleared for takeoff,7.52,7.759,0.1,1,0,1,20,0.2143,EZY8T60,False,,,False,0.0,1.02,0.001734,200,,medium,ct2,0.83
twr_016,twr,twr_016.wav,3.24,"Vueling four five six, go around.",VLG456.,none,whaling four five six go around,whaling 456,6.549,6.756,0.1667,1,0,0,6,2.0,VLG456,False,,,False,0.0,2.02,0.00151,200,,medium,ct2,0.83
twr_017,twr,twr_017.wav,3.5,"Ryanair four seven three, hold position, number two.","RYR473, hold position, number two.",none,Ryanair Four Seven Three hold position number two,RYR473 hold position number two,6.501,6.769,0.0,0,0,0,8,0.0,RYR473,True,,,False,0.0,1.86,0.001499,200,,medium,ct2,0.83
twr_018,twr,twr_018.wav,5.97,"Vueling one two three, continue approach, number two following Boeing seven three seven on final.","VLG123, continue approach, number two following Boeing seven three seven on final.",none,welling one two three continue approach number two following point seven three seven bye bye,welling 123 continue approach number two following point bye bye 737,7.646,7.883,0.2667,4,0,0,15,0.6667,VLG123,False,,,False,0.0,1.28,0.001763,200,,medium,ct2,0.83
twr_019,twr,twr_019.wav,6.66,"Vueling one two three, wind three one zero degrees six knots, runway three two left, cleared to land.","VLG123, wind three one zero degrees six knots, runway 32L, cleared to land.",none,Wailing one two three wind three one zero degrees six knots runway three two left cleared to land,Wailing 123 wind three one zero degrees six knots runway 32L cleared to land,7.873,8.488,0.0556,1,0,0,18,0.1538,VLG123,False,,,False,0.0,1.18,0.001815,200,,medium,ct2,0.83
twr_020,twr,twr_020.wav,3.93,"EasyJet eight five Whiskey zero, go around, traffic on runway.","EZY85W0, go around, traffic on runway.",none,Easy Yet Eight Five Whiskey Zero go around traffic on runway,Easy Yet 85W0 go around traffic on runway,6.62,6.869,0.2,1,0,1,10,0.5,EZY85W0,False,,,False,0.0,1.68,0.001526,200,,medium,ct2,0.83
