audio_id,dep,wav,audio_dur_s,ref,ref_normalized,context_mode,raw_transcription,final_transcription,duration_s,latency_client_s,wer_raw,sub_raw,del_raw,ins_raw,n_ref,wer_post,cs_canonical,cs_correct,sid_canonical,sid_correct,llm_applied,llm_latency_s,rtf,cost_per_transcription,http_status,error,model,tier,cost_per_h
del_011,del,del_011.wav,15.02,"Ryanair six six Golf, cleared to Palma de Mallorca via the DVOR one FOXTROT departure, initial climb five thousand feet, squawk three three two one, QNH one zero one three, runway three two right.","RYR66G, cleared to Palma de Mallorca via DVOR1F departure, initial climb 5000 feet, squawk 3321, QNH 1013, runway 32R.",session,Ryanair Six Six Golf here to Palma de Mallorca via the board one four stroke departure  initial climb five thousand feet squawk three three two one QNH one zero one three runway three two right,RYR66G here to Palma de Mallorca via the board one four stroke departure  initial climb 5000 feet squawk 3321 QNH 1013 runway 32R,13.299,19.606,0.1176,3,0,1,34,0.3158,RYR66G,True,DVOR1F,False,False,5.530739925000034,0.89,0.003066,200,,medium,ct2,0.83
del_012,del,del_012.wav,7.0,"Lufthansa three seven two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","DLH372, readback correct. Contact Ground when ready on 121.6. Good day.",session,Lufthansa Three Seven Two triple correct contact ground when ready on one two one decimal six good day,DLH372 triple correct contact ground when ready on 121.6 good day,9.947,15.694,0.0556,1,0,0,18,0.0833,DLH372,True,,,False,5.113760399999933,1.42,0.002293,200,,medium,ct2,0.83
del_013,del,del_013.wav,14.42,"Aer Lingus seven eight five, cleared to Dublin via the BELEN one GOLF departure, initial climb five thousand feet, squawk one four two three, QNH one zero one four, runway three two left.","EIN785, cleared to Dublin via BELEN1G departure, initial climb 5000 feet, squawk 1423, QNH 1014, runway 32L.",session,Air Lingus Seven Eight Five cleared to supreme via Belen one go departure initial climb five thousand feet squawk one four two three QNH one zero one four runway three two left,Air Lingus 785 cleared to supreme via Belen one go departure initial climb 5000 feet squawk 1423 QNH 1014 runway 32L,13.508,19.348,0.1212,3,1,0,33,0.4118,EIN785,False,BELEN1G,False,False,5.539200518999905,0.94,0.003114,200,,medium,ct2,0.83
del_014,del,del_014.wav,8.19,"Aer Lingus seven eight five, readback correct. Contact Ground on one two one decimal six five five when ready.","EIN785, readback correct. Contact Ground on 121.655 when ready.",session,Air Lingu Seven Eight Five read back correct contact ground on one two one decimal six five when ready,EIN785 read back correct contact ground on 121.65 when ready,8.448,12.2,0.2632,3,1,1,19,0.3,EIN785,True,,,True,3.121006351999995,1.03,0.001948,200,,medium,ct2,0.83
del_015,del,del_015.wav,14.42,"Norwegian three four two, cleared to Oslo via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three one two four, QNH one zero one six, runway three two right.","Norwegian 342, cleared to Oslo via NINIX1W departure, initial climb 6000 feet, squawk 3124, QNH 1016, runway 32R.",session,Norwegian three two four cleared to Oslo via NINIX one whiskey departure initial climb six thousand feet squawk three one two four QNH one zero one six runway three two wait,Norwegian 324 cleared to Oslo via NINIX1W departure initial climb 6000 feet squawk 3124 QNH 1016 runway 32 wait,13.161,18.912,0.125,3,1,0,32,0.1667,NAX342,False,NINIX1W,True,False,5.138507162999986,0.91,0.003034,200,,medium,ct2,0.83
del_016,del,del_016.wav,5.55,"Norwegian three four two, negative, initial climb six thousand feet.","Norwegian 342, negative, initial climb 6000 feet.",session,Norwegian Four Two negative initial climb six thousand feet,Norwegian 42 negative initial climb 6000 feet,8.321,14.156,0.1,0,1,0,10,0.1429,NAX342,False,,,False,5.556300718000102,1.5,0.001919,200,,medium,ct2,0.83
del_017,del,del_017.wav,13.23,"TAP nine one one, cleared to Lisbon via the LARPA one FOXTROT departure, initial climb five thousand feet, squawk four three two one, QNH one zero one two, runway three two left.","TAP 911, cleared to Lisbon via LARPA1F departure, initial climb 5000 feet, squawk 4321, QNH 1012, runway 32L.",session,tap nine one one cleared to leave spawn via LARPA one foster departure initial climb five  five thousand feet as walk four three two one QNH one zero one two runway three two left,TAP911 cleared to leave spawn via LARPA one foster departure initial climb 55000 feet as walk four three two one QNH 1012 runway 32L,21.765,27.628,0.2188,5,0,2,32,0.7778,TAP911,True,LARPA1F,False,False,5.089116235999995,1.65,0.005018,200,,medium,ct2,0.83
del_018,del,del_018.wav,6.74,"TAP nine one one, readback correct. Contact Ground when ready on one two one decimal six.","TAP 911, readback correct. Contact Ground when ready on 121.6.",session,tap nine one one read back correct contact ground when ready on one two one decimal six,TAP911 read back correct contact ground when ready on 121.6,9.3,17.601,0.125,1,0,1,16,0.2727,TAP911,True,,,False,8.011929272999964,1.38,0.002144,200,,medium,ct2,0.83
del_019,del,del_019.wav,13.23,"Transavia five six zero, cleared to Amsterdam via the BELEN one GOLF departure, initial climb five thousand feet, squawk two four one three, QNH one zero one three, runway three two left.","Transavia 560, cleared to Amsterdam via BELEN1G departure, initial climb 5000 feet, squawk 2413, QNH 1013, runway 32L.",session,Transavia Five Six Zero cleared to Amsterdam via Belen One Golf departure initial climb five thousand feet squawk two four one three QNH one zero one three runway three two left,Transavia 560 cleared to Amsterdam via BELEN1G departure initial climb 5000 feet squawk 2413 QNH 1013 runway 32L,12.432,18.164,0.0312,0,1,0,32,0.0,TRA560,False,BELEN1G,True,False,5.494626084999936,0.94,0.002866,200,,medium,ct2,0.83
del_020,del,del_020.wav,11.78,"Santiago Delivery, Volotea four five one, stand three three, information Charlie, request clearance to Bilbao.","Santiago Delivery, Volotea four five one, stand three three, information C, request clearance to Bilbao.",session,Santiago Delivery Volotea Four Five One stand three three information charlie request,Santiago Delivery Volotea Four Five One stand three three information C request,8.484,14.221,0.2,0,3,0,15,0.2,VOE451,False,,,False,5.522343439999986,0.72,0.001956,200,,medium,ct2,0.83
gnd_001,gnd,gnd_001.wav,3.84,"Ryanair four seven three, pushback approved, facing east.","RYR473, pushback approved, facing east.",session,Ryanair Four Seven Three push back approved facing east,RYR473 push back approved facing east,6.691,9.004,0.25,1,0,1,8,0.4,RYR473,True,,,False,1.9653317830000105,1.74,0.001543,200,,medium,ct2,0.83
gnd_002,gnd,gnd_002.wav,5.63,"Ryanair four seven three, taxi to holding point Romeo one via Foxtrot, Juliet, Romeo.","RYR473, taxi to holding point R one via F, J, R.",session,Ryanair Four Seven Three taxi to holding point romeo one via foxtrot unit romeo,RYR473 taxi to holding point R one via F unit R,9.697,14.985,0.0714,1,0,0,14,0.0909,RYR473,True,,,False,5.103045600000087,1.72,0.002236,200,,medium,ct2,0.83
gnd_003,gnd,gnd_003.wav,4.1,"Iberia three one four two, pushback approved, facing west.","IBE3142, pushback approved, facing west.",session,IBE3142 push back approved facing west,IBE3142 push back approved facing west,7.842,14.7,0.6667,3,3,0,9,0.4,IBE3142,True,,,False,6.513358748999963,1.91,0.001808,200,,medium,ct2,0.83
gnd_004,gnd,gnd_004.wav,5.38,"Iberia three one Foxtrot two, taxi to holding point Lima two taxiways Alpha, Tango.","IBE31F2, taxi to holding point L two taxiways A, T.",session,Iberia Three One Four Struct Two taxi to holding point lima two via alpha tango,IBE3142 Struct Two taxi to holding point L two via A T,10.176,15.805,0.2143,2,0,1,14,0.4,IBE31F2,False,,,False,5.0389299949999895,1.89,0.002346,200,,medium,ct2,0.83
gnd_005,gnd,gnd_005.wav,5.29,"Iberia three one Foxtrot two, hold short of runway three two left.","IBE31F2, hold short of runway 32L.",session,Iveria Three One Foxtrot Two hold short of runway three two left,IBE31F2 hold short of runway 32L,9.319,12.327,0.0833,1,0,0,12,0.0,IBE31F2,True,,,False,2.67298155200001,1.76,0.002149,200,,medium,ct2,0.83
gnd_006,gnd,gnd_006.wav,5.46,"Lufthansa three seven two, pushback approved, facing south. Caution vehicles on the apron.","DLH372, pushback approved, facing south. Caution vehicles on the apron.",session,Lufthansa Three Seven Two push back approved facing south caution vehicles on day two,DLH372 push back approved facing south caution vehicles on day two,9.71,16.586,0.3077,3,0,1,13,0.4,DLH372,True,,,False,6.590259435000007,1.78,0.002239,200,,medium,ct2,0.83
gnd_007,gnd,gnd_007.wav,5.29,"Lufthansa three seven two, taxi to holding point Sierra two via taxiways Golf, Sierra.","DLH372, taxi to holding point S two via taxiways G, S.",session,Lufthansa Three Seven Two taxi to holding point sierra two via golf sierra,DLH372 taxi to holding point S two via G S,8.822,11.064,0.0714,0,1,0,14,0.0909,DLH372,True,,,False,2.0289143859999967,1.67,0.002034,200,,medium,ct2,0.83
gnd_008,gnd,gnd_008.wav,7.25,"Speedbird two Delta six, taxi to holding point Romeo two via taxiways Alpha, Bravo, Romeo.","BAW2D6, taxi to holding point R two via taxiways A, B, R.",session,Speedbird Two Delta Six taxi to holding point romeo two via alpha bravo romeo,BAW2D6 taxi to holding point R two via A B R,8.717,12.538,0.0667,0,1,0,15,0.0833,BAW2D6,True,,,False,3.606396324000002,1.2,0.00201,200,,medium,ct2,0.83
gnd_009,gnd,gnd_009.wav,7.0,"Speedbird two four six, taxi to stand Foxtrot one five via taxiways Romeo, Alpha, Foxtrot.","BAW246, taxi to stand F one five via taxiways R, A, F.",session,Speedbird Two Four Six taxi two stand four stroke one via romeo alpha four stroke,BAW246 taxi two stand four stroke one via stroke RA4,8.875,12.77,0.4667,5,1,1,15,0.6667,BAW246,True,,,False,3.6285083640000266,1.27,0.002046,200,,medium,ct2,0.83
gnd_010,gnd,gnd_010.wav,7.0,"Swiss two four one, taxi to holding point Lima one via taxiways Golf, Alpha, Lima.","SWR241, taxi to holding point L one via taxiways G, A, L.",session,Swiss Two Four One taxi to holding point lima one via golf alpha lima,SWR241 taxi to holding point L one via G A L,8.176,11.674,0.0667,0,1,0,15,0.0833,SWR241,True,,,False,3.1530755979999867,1.17,0.001885,200,,medium,ct2,0.83
gnd_011,gnd,gnd_011.wav,8.36,"Swiss two four one, give way to the EasyJet crossing left to right, then continue via Lima to holding point Lima one.","SWR241, give way to the EasyJet crossing left to right, then continue via L to holding point L one.",session,Swiss Two Four One give way to easy jet crossing left to right then continue via lima to holding point lima one,SWR241 give way to EasyJet crossing left to right then continue via L to holding point L one,9.144,15.035,0.0909,2,0,0,22,0.0526,SWR241,True,,,False,5.512740405000045,1.09,0.002108,200,,medium,ct2,0.83
gnd_012,gnd,gnd_012.wav,5.21,"EasyJet eight five six zero, pushback approved, facing west.","EZY8560, pushback approved, facing west.",session,Easy Yet Eight Five Six Zero push back approved facing west,EZY8560 push back approved facing west,7.38,9.967,0.4444,2,0,2,9,0.4,EZY8560,True,,,True,2.392053102000091,1.42,0.001701,200,,medium,ct2,0.83
gnd_013,gnd,gnd_013.wav,7.42,"EasyJet eight Kilo six zero, taxi to holding point Sierra one via taxiways Foxtrot, Alpha, Sierra.","EZY8K60, taxi to holding point S one via taxiways F, A, S.",session,Easy Yet Eight Kilo Six Zero taxi to holding point sierra one via foxtrot alpha sierra,EZY8K60 taxi to holding point S one via F A S,8.448,11.383,0.1875,1,1,1,16,0.0833,EZY8K60,True,,,True,2.6744731539999975,1.14,0.001948,200,,medium,ct2,0.83
gnd_014,gnd,gnd_014.wav,6.49,"Vueling one two three, taxi to stand Hotel two via taxiways Romeo, Alpha, Hotel.","VLG123, taxi to stand H two via taxiways R, A, H.",session,voiling one two three taxi to stand hotel two via romeo alpha hotel,VLG123 taxi to stand H two via R A H,8.709,11.335,0.1429,1,1,0,14,0.0909,VLG123,True,,,True,2.2835511289999886,1.34,0.002008,200,,medium,ct2,0.83
gnd_015,gnd,gnd_015.wav,5.12,"Vueling one two three, taxi to holding point Lima two via taxiways Hotel, Alpha, Lima.","VLG123, taxi to holding point L two via taxiways H, A, L.",session,Vueling one two three taxi to holding point lima two via hotel alpha lima,VLG123 taxi to holding point L two via H A L,9.132,11.641,0.0667,0,1,0,15,0.0833,VLG123,True,,,False,2.043464931000017,1.78,0.002105,200,,medium,ct2,0.83
gnd_016,gnd,gnd_016.wav,5.29,"Ryanair four seven three, hold short of runway three two left, landing traffic on final.","RYR473, hold short of runway 32L, landing traffic on final.",session,Royan Air Force Seven Three hold charge of runway three two left landing traffic confined,Royan Air Force Seven Three hold charge of runway 32L landing traffic confined,7.533,13.113,0.4,4,1,1,15,0.8,RYR473,False,,,False,5.20848474100012,1.42,0.001737,200,,medium,ct2,0.83
gnd_017,gnd,gnd_017.wav,7.42,"Iberia three one four two, pushback approved, facing north, tail towards stand Hotel four.","IBE3142, pushback approved, facing north, tail towards stand H four.",session,IBE3142 push back approved facing north  tail towards stand hotel four,IBE3142 push back approved facing north  tail towards stand H four,8.213,11.886,0.4286,3,3,0,14,0.2,IBE3142,True,,,False,3.464030090999813,1.11,0.001894,200,,medium,ct2,0.83
gnd_018,gnd,gnd_018.wav,4.35,"Ryanair four seven three, pushback and start approved, facing west.","RYR473, pushback and start approved, facing west.",session,Ryanair Four Seven Three push back and start approved facing west,RYR473 push back and start approved facing west,7.989,10.358,0.2,1,0,1,10,0.2857,RYR473,True,,,False,2.038819081999918,1.84,0.001842,200,,medium,ct2,0.83
gnd_019,gnd,gnd_019.wav,5.72,"Iberia three one four Bravo, taxi to holding point runway three two left via Alpha, Bravo.","IBE314B, taxi to holding point runway 32L via A, B.",session,Iberia Three One Four Bravo taxi to holding point runway three two left via alpha bravo,IBE314B taxi to holding point runway 32L via A B,9.5,14.128,0.0,0,0,0,16,0.0,IBE314B,True,,,False,4.0673108020000655,1.66,0.00219,200,,medium,ct2,0.83
gnd_020,gnd,gnd_020.wav,5.46,"Lufthansa three seven two, pushback and start approved, facing south.","DLH372, pushback and start approved, facing south.",session,Lufthansa Three Seven Two push back and start approved faced itself,DLH372 push back and start approved faced itself,8.681,11.356,0.4,3,0,1,10,0.5714,DLH372,True,,,False,2.4459101660002034,1.59,0.002002,200,,medium,ct2,0.83
twr_001,twr,twr_001.wav,5.03,"Ryanair four seven three, runway three two left, line up and wait.","RYR473, runway 32L, line up and wait.",session,Ryanair Four Seven Three runway three two left line up and wait,RYR473 runway 32L line up and wait,7.204,9.676,0.0,0,0,0,12,0.0,RYR473,True,,,False,2.17080741399991,1.43,0.001661,200,,medium,ct2,0.83
twr_002,twr,twr_002.wav,4.86,"Ryanair four seven Bravo, wind calm, runway three two left, cleared for takeoff.","RYR47B, wind calm, runway 32L, cleared for takeoff.",session,Ryanair Four Seven Bravo wind can runway three two left be here for takeoff,RYR47B wind can runway 32L be here for takeoff,7.856,11.535,0.2308,2,0,1,13,0.375,RYR47B,True,,,False,3.4089883799999825,1.62,0.001811,200,,medium,ct2,0.83
twr_003,twr,twr_003.wav,6.14,"Ryanair four seven three, contact Madrid Departure on one two one decimal niner.","RYR473, contact Madrid Departure on 121.9.",session,Ryanair Four Seven Three contact Madrid departure on one two one decimal nine,RYR473 contact Madrid departure on 121.9,7.755,11.87,0.0769,1,0,0,13,0.0,RYR473,True,,,False,3.670100024000021,1.26,0.001788,200,,medium,ct2,0.83
twr_004,twr,twr_004.wav,8.11,"Iberia three one four two, behind the Swiss on short final, runway three two left, line up and wait behind.","IBE3142, behind the Swiss on short final, runway 32L, line up and wait behind.",session,Iberia three one four two behind the Swiss on short final runway three two left line up and wait behind,IBE3142 behind the Swiss on short final runway 32L line up and wait behind,10.026,15.998,0.0,0,0,0,20,0.0,IBE3142,True,,,False,5.539719527999978,1.24,0.002311,200,,medium,ct2,0.83
twr_005,twr,twr_005.wav,9.39,"Iberia three one four two, wind three zero zero degrees, eight knots, runway three two left, cleared for takeoff.","IBE3142, wind three zero zero degrees, eight knots, runway 32L, cleared for takeoff.",session,Iberia Three One Four Two wind three zero zero degrees eight knots runway three two left cleared for takeoff,IBE3142 wind three zero zero degrees eight knots runway 32L cleared for takeoff,10.031,13.997,0.0,0,0,0,19,0.0,IBE3142,True,,,False,3.3809225350000816,1.07,0.002313,200,,medium,ct2,0.83
twr_006,twr,twr_006.wav,4.95,"Lufthansa three seven two, runway one eight left, line up and wait.","DLH372, runway 18L, line up and wait.",session,Lufthansa Three Seven Two runway one eight left line up and wait,DLH372 runway 18L line up and wait,7.753,10.341,0.0,0,0,0,12,0.0,DLH372,True,,,False,2.361536127999898,1.57,0.001787,200,,medium,ct2,0.83
twr_007,twr,twr_007.wav,8.02,"Lufthansa three seven two, wind one seven zero degrees, one five knots, runway one eight left, cleared for takeoff.","DLH372, wind one seven zero degrees, one five knots, runway 18L, cleared for takeoff.",session,Lufthansa Three Seven Two wind one seven zero degrees one five knots run with one eight left we have a takeoff,DLH372 wind one seven zero degrees one five knots run with one eight left we have a takeoff,8.795,12.287,0.2632,3,0,2,19,0.5714,DLH372,True,,,False,3.094449336000025,1.1,0.002028,200,,medium,ct2,0.83
twr_008,twr,twr_008.wav,8.7,"Lufthansa four five one, wind three two zero degrees, one zero knots, runway three two right, cleared to land.","DLH451, wind three two zero degrees, one zero knots, runway 32R, cleared to land.",session,Lufthansa Four Five One wind three two zero degrees one zero knots runway three two right cleared to land,DLH451 wind three two zero degrees one zero knots runway 32R cleared to land,9.148,13.316,0.0,0,0,0,19,0.0,DLH451,True,,,False,3.414574347000098,1.05,0.002109,200,,medium,ct2,0.83
twr_009,twr,twr_009.wav,7.68,"Speedbird two Alpha six, wind three one zero degrees, one two knots, runway three two left, cleared to land.","BAW2A6, wind three one zero degrees, one two knots, runway 32L, cleared to land.",session,Speedbird Two Alpha Six wind three one zero degrees one two knots runway three two left cleared to land,BAW2A6 wind three one zero degrees one two knots runway 32L cleared to land,8.981,12.679,0.0,0,0,0,19,0.0,BAW2A6,True,,,False,3.3027565200000026,1.17,0.002071,200,,medium,ct2,0.83
twr_010,twr,twr_010.wav,7.51,"Speedbird two four six, contact Ground on one two one decimal six five five. Good day.","BAW246, contact Ground on 121.655. Good day.",session,Speedbird Two Four Six contact ground on one two one decimal six five five good day,BAW246 contact ground on 121.655 good day,7.743,11.449,0.0,0,0,0,16,0.0,BAW246,True,,,False,3.4542528930001026,1.03,0.001785,200,,medium,ct2,0.83
twr_011,twr,twr_011.wav,3.84,"Swiss two four one, runway three two right, line up and wait.","SWR241, runway 32R, line up and wait.",session,Swiss Two Four One runway three two right line up and wait,SWR241 runway 32R line up and wait,8.069,11.929,0.0,0,0,0,12,0.0,SWR241,True,,,False,3.6317703580000398,2.1,0.00186,200,,medium,ct2,0.83
twr_012,twr,twr_012.wav,8.02,"Swiss two four one, wind three zero five degrees, one four knots, runway three two right, cleared for takeoff.","SWR241, wind three zero five degrees, one four knots, runway 32R, cleared for takeoff.",session,Swiss Two Four One wind three zero five degrees one four knots runway three two right be here for takeoff,SWR241 wind three zero five degrees one four knots runway 32R be here for takeoff,9.176,12.143,0.1053,1,0,1,19,0.1429,SWR241,True,,,False,2.5018852569999126,1.14,0.002115,200,,medium,ct2,0.83
twr_013,twr,twr_013.wav,7.85,"Swiss three six two, wind three zero zero degrees, eight knots, runway three two left, cleared to land.","SWR362, wind three zero zero degrees, eight knots, runway 32L, cleared to land.",session,Swiss Three Six Two wind three zero zero degrees eight knots runway three two left cleared to land,SWR362 wind three zero zero degrees eight knots runway 32L cleared to land,9.418,13.45,0.0,0,0,0,18,0.0,SWR362,True,,,False,3.6814508480001678,1.2,0.002171,200,,medium,ct2,0.83
twr_014,twr,twr_014.wav,4.52,"EasyJet eight Tango six zero, runway one eight right, line up and wait.","EZY8T60, runway 18R, line up and wait.",session,EZY Eight Tango Six Zero runway one eight right line up and wait,EZY8T60 runway 18R line up and wait,7.476,11.086,0.0769,1,0,0,13,0.0,EZY8T60,True,,,False,3.376499119000073,1.65,0.001724,200,,medium,ct2,0.83
twr_015,twr,twr_015.wav,7.34,"EasyJet eight Tango six zero, wind one eight zero degrees, two zero knots, runway one eight right, cleared for takeoff.","EZY8T60, wind one eight zero degrees, two zero knots, runway 18R, cleared for takeoff.",session,Easy Yet Eight Tango Six Zero wind one eight zero degrees two zero knots runway one eight right cleared for takeoff,Easy Yet 8T60 wind one eight zero degrees two zero knots runway 18R cleared for takeoff,9.341,14.638,0.1,1,0,1,20,0.2143,EZY8T60,False,,,False,5.091352147999942,1.27,0.002154,200,,medium,ct2,0.83
twr_016,twr,twr_016.wav,3.24,"Vueling four five six, go around.",VLG456.,session,whaling four five six go around,VLG456,7.381,9.956,0.1667,1,0,0,6,0.0,VLG456,True,,,True,2.369853120000016,2.28,0.001702,200,,medium,ct2,0.83
twr_017,twr,twr_017.wav,3.5,"Ryanair four seven three, hold position, number two.","RYR473, hold position, number two.",session,Ryanair Four Seven Three hold position number two,RYR473 hold position number two,7.185,9.682,0.0,0,0,0,8,0.0,RYR473,True,,,False,2.234470753999858,2.05,0.001656,200,,medium,ct2,0.83
twr_018,twr,twr_018.wav,5.97,"Vueling one two three, continue approach, number two following Boeing seven three seven on final.","VLG123, continue approach, number two following Boeing seven three seven on final.",session,welling one two three continue approach number two following point seven three seven on five,VLG123 continue approach number two following point seven three seven on five,7.908,11.601,0.2,3,0,0,15,0.1667,VLG123,True,,,True,3.4909981990001597,1.32,0.001823,200,,medium,ct2,0.83
twr_019,twr,twr_019.wav,6.66,"Vueling one two three, wind three one zero degrees six knots, runway three two left, cleared to land.","VLG123, wind three one zero degrees six knots, runway 32L, cleared to land.",session,Welling one two three wind three one zero degrees six knots runway three two left cleared to land,VLG123 wind three one zero degrees six knots runway 32L cleared to land,9.743,14.209,0.0556,1,0,0,18,0.0,VLG123,True,,,True,4.257860375000064,1.46,0.002246,200,,medium,ct2,0.83
